url,title,author,type,insertionDate,refreshNB,watchTime,actionNB,videoViewsNB,parent_id,ED,EG,G,D,C,P,EU,O
px6zO8QYbjI,"
          
          
          
          
            Mongolie : entre Russie et Chine, une voie singulière | Le dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:48:26.562Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,1,0,0
aM6gXi3iNYw,"
          
          
          
          
            Le foot, un enjeu de puissance - Le dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:48:26.567Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,0,0,1
R134iJ-XmXY,"
          
          
          
          
            Argentine : le pays des occasions manquées - Le dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:48:26.573Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,0,0,1
2237v_tTvsQ,"
          
          
          
          
            International : que pèse encore la France ?
          
        ",Public Sénat,proposal,2024-05-11T22:48:26.582Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,0,0,1
6aDvVxKdUdM,"
          
          
          
          
            Spécial Chine - Le Dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:48:26.588Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,0,0,1
n-xeg_4sCyA,"
          
          
          
          
            Espagne : une puissance retenue - Le dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:48:26.596Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,0,0,1
jur6pUa3Fz8,"
          
          
          
          
            Sweeping support for full UN membership for Palestine | Inside Story
          
        ",Al Jazeera English,proposal,2024-05-11T22:48:26.601Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,1,0,0
BLFqsPdunwI,"
          
          
          
          
            Espionnage chinois en Suisse
          
        ",Mise au Point,proposal,2024-05-11T22:48:26.606Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,0,0,1
s6qiRtkk_uY,"
          
          
          
          
            Afrique : comprendre les coups d’État - Une leçon de géopolitique - Le dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:48:26.612Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,1,0,0
L91NTa4dAX4,"
          
          
          
          
            C dans lair embarque à bord du porte-avions Charles de Gaulle - Reportage #cdanslair 08.05.2024
          
        ",C dans lair,proposal,2024-05-11T22:48:26.617Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,0,0,1
ppFY_MSzn4k,"
          
          
          
          
            États-Unis/Chine : lautre guerre froide ? - Le dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:48:26.622Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,1,0,0
F9VwXCCse-4,"
          
          
          
          
            Voitures électriques : lEurope peut-elle résister à la déferlante chinoise ?
          
        ",Public Sénat,proposal,2024-05-11T22:48:26.628Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,1,1,0
KwSAtBkMFzQ,"
          
          
          
          
            Océan indien : New Delhi et la mer | Le dessous des cartes - ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:48:26.634Z,,0,114,67,wtEto3kup_c,0,0,0,0,0,0,0,1
Tscf97LjapQ,"États-Unis, Philippines, Japon : face à la Chine | Lessentiel du Dessous des Cartes | ARTE",Le Dessous des Cartes - ARTE,homepage,2024-05-11T22:48:33.702Z,48.0,0,115,67,,0,0,0,0,0,1,0,0
kz_B3k8uuQg,Illegal Israeli actions in Occupied East Jerusalem and Palestine | General Assembly | United Nations,United Nations,homepage,2024-05-11T22:48:33.711Z,48.0,0,115,67,,0,0,0,0,0,1,0,0
lSnWeylj6KQ,Psychological scars of war: Mental health initiative works to heal trauma,Al Jazeera English,homepage,2024-05-11T22:48:33.716Z,48.0,0,115,67,,0,0,0,0,0,0,0,1
XYTkvdPCCvY,Japan town begins blocking Mt Fuji view from bad-mannered tourists | AFP,AFP News Agency,homepage,2024-05-11T22:48:33.721Z,48.0,0,115,67,,0,0,0,0,0,0,0,1
g7FmBOwa6VQ,Roberto Della Ceca (Antropologo culturale) - Il fuoco sacro. Radici pagane e riti popolari (Rieti),SIMBAS Musei Biblioteche Archivi ,homepage,2024-05-11T22:48:33.727Z,48.0,0,115,67,,0,0,0,0,0,0,0,1
y4NDftwKKh8,"Manon Aubry, tête de liste LFI aux élections européennes, est lInvitée de Face à lEurope",Groupe Nice-Matin,homepage,2024-05-11T22:48:33.731Z,48.0,0,115,67,,0,1,0,0,0,1,1,0
q10Q0l1AQQY,Israeli Settlers: Why do you scream death to the Arabs and insult the Prophet Mohammad?,Corey Gil-Shuster,homepage,2024-05-11T22:48:33.736Z,48.0,0,115,67,,0,0,0,0,0,1,0,0
hDbrlCVpdwM,Assiste-t-on au retour du clivage gauche-droite ?,Le Figaro,homepage,2024-05-11T22:48:33.741Z,48.0,0,115,67,,0,0,0,0,0,0,0,1
NLqKaS5hezE,Jacques Baud - l’Ukraine dans le syndrome des coûts irrécupérables,Max Milo Éditions,homepage,2024-05-11T22:48:33.747Z,48.0,0,115,67,,0,0,0,0,0,1,0,0
e2iAAOMQCWQ,La majorité de la communauté internationale soutient lentrée de la Palestine à lONU,FRANCE 24,homepage,2024-05-11T22:48:33.753Z,48.0,0,115,67,,0,0,0,0,0,1,0,0
Ie3InYIVXF8,"Israeli Holocaust Scholar Omer Bartov on Campus Protests, Weaponized Antisemitism, Silencing Dissent",Democracy Now!,homepage,2024-05-11T22:48:33.758Z,48.0,0,115,67,,0,0,0,0,0,1,0,0
nLQNEOoFznA,Evict FF-FG! Put a campaigner on your council! Local Election Launch #LE2024,Paul Murphy TD,homepage,2024-05-11T22:48:33.766Z,48.0,0,115,67,,0,0,0,0,0,1,0,0
Rbp4O6ZSVEQ,Rafah : nouvel ordre dévacuation pour des milliers de civils,TV5MONDE Info,homepage,2024-05-11T22:48:33.771Z,48.0,0,115,67,,0,0,0,0,0,0,0,1
00Rks5WvzYk,NATO & Ukraine Inc. Capture Chasov Yar and win war,The Duran,homepage,2024-05-11T22:48:33.776Z,48.0,0,115,67,,0,0,0,0,0,1,0,0
rSfciNzN0k4,How intergenerational connections help older Americans stay happier and healthier,PBS NewsHour,homepage,2024-05-11T22:48:33.782Z,48.0,0,115,67,,0,0,0,0,0,0,0,1
NfMtr9wD7Jw,Life in the MOST SANCTIONED COUNTRY in the World,Eli from Russia,homepage,2024-05-11T22:48:33.788Z,48.0,0,115,67,,0,0,0,0,0,0,0,1
afU9l-gg4Cs,La teuf des jeunes avec Macron 2019 - Le Moment Meurice,France Inter,homepage,2024-05-11T22:48:33.793Z,48.0,0,115,67,,0,0,0,0,1,1,0,0
v_-BlOGrhzE,"Nous ne sommes pas les représentants dun Etat fédéral européen, mais dune alliance de démocraties",François-Xavier Bellamy,homepage,2024-05-11T22:48:33.797Z,48.0,0,115,67,,0,0,0,1,0,1,1,0
42nUJ9ioUX4,Aymeric Caron magistral seul contre 4 sionistes.,À gauche,regular,2024-05-11T22:51:38.536Z,,180000,116,68,,0,0,0,0,0,0,0,1
wtEto3kup_c,"
          
          
          
          
            Golfe persique : la mer du Moyen-Orient | Le Dessous des Cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:51:38.872Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,0,0,1
vX1X3BWzk5Q,"
          
          
          
          
            The Deshbhakt on Modi, the media and the politics of fear in India | The Listening Post
          
        ",Al Jazeera English,proposal,2024-05-11T22:51:38.878Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,0,0,1
XRwuQ6u0In4,"
          
          
          
          
            Manuel Bompard : Israël est lÉtat qui a violé le plus de résolutions de lONU
          
        ",LCI,proposal,2024-05-11T22:51:38.885Z,,0,116,68,42nUJ9ioUX4,0,1,0,0,0,1,0,0
TaCse5ie89A,"
          
          
          
          
            VU du 11/05/24 : S. Plaza, le couac.
          
        ",VU FranceTV,proposal,2024-05-11T22:51:38.890Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,0,0,1
UHeFgYQ0OnE,"
          
          
          
          
            SYMBOLE DES FÂCHÉS PAS FACHOS ? COMMENT COLOMBE EST DEVENUE LA NOUVELLE STAR POLITIQUE
          
        ",Le Média,proposal,2024-05-11T22:51:38.896Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
C4035o98tE4,"
          
          
          
          
            Arié Alimi Avocat « En découvrant la réalité palestinienne, jai renoncé à mon identité sioniste»
          
        ",Au Poste,proposal,2024-05-11T22:51:38.903Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
ryRFcOYoNSA,"
          
          
          
          
            À Paris, Sciences Po et la Sorbonne à nouveau évacués par la police
          
        ",LeHuffPost,proposal,2024-05-11T22:51:38.908Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
_Xp6osa5ohE,"
          
          
          
          
            Grand Angle  : les États-Unis  en pleine crise de leadership ?
          
        ",TV5MONDE Info,proposal,2024-05-11T22:51:38.915Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
l9wUh82EYkg,"
          
          
          
          
            Face à Poutine - Un retournement inattendu (2/3) | ARTE
          
        ",ARTE,proposal,2024-05-11T22:51:38.922Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
Q70XRZC1WAs,"
          
          
          
          
            Guerre Israël-Hamas : La France est en dessous de ce quelle devrait faire, juge Fabien Roussel
          
        ",LCI,proposal,2024-05-11T22:51:38.927Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
jur6pUa3Fz8,"
          
          
          
          
            Sweeping support for full UN membership for Palestine | Inside Story
          
        ",Al Jazeera English,proposal,2024-05-11T22:51:38.932Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
SaqHCpiuQhg,"
          
          
          
          
            Capehart and Lewis on the political fallout of Biden withholding some weapons from Israel
          
        ",PBS NewsHour,proposal,2024-05-11T22:51:38.937Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,1,1,0,0
TmIVC9AGTuo,"
          
          
          
          
            Jordan Bardella : LEurope doit mettre fin à une forme de naïveté à légard de la mondialisation
          
        ",France Inter,proposal,2024-05-11T22:51:38.942Z,,0,116,68,42nUJ9ioUX4,1,0,0,0,0,1,1,0
M4sTJS3EHD8,"
          
          
          
          
            Israel says over 300,000 flee Rafah, UN calls for investigation into Gaza mass graves | DW News
          
        ",DW News,proposal,2024-05-11T22:51:38.947Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
Tby1vv5aUaA,"
          
          
          
          
            Israël-Palestine : A.Chassaigne interpelle G.Attal sur les actions de la France en faveur de la paix
          
        ",Les députés communistes,proposal,2024-05-11T22:51:38.965Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,1,1,0,0
F9mL6Xvh-pw,"
          
          
          
          
            La mobilisation pro-palestinienne à Sciences Po peut-elle sétendre ? - C Ce soir du 29 avril 2024
          
        ",C ce soir,proposal,2024-05-11T22:51:38.973Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
IjScdtRgGWc,"
          
          
          
          
            Les sorcières, entre réalité historique et fantasmes (1/3) | Ce que cachent les sorcières
          
        ",France Culture,proposal,2024-05-11T22:51:38.978Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,0,0,1
Yn7FMVse82o,"
          
          
          
          
            Que cherche vraiment Israël en attaquant Rafah ?
          
        ",Sud Radio,proposal,2024-05-11T22:51:38.988Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,0,0
6BiYkHd-E_A,"
          
          
          
          
            Face à Philippe de Villiers - l’intégrale du 11/05/2024
          
        ",Europe 1,proposal,2024-05-11T22:51:38.994Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,1,1,0
lxkKT531K5U,"
          
          
          
          
            BELIGH NABLI : UN VRAI EXPERT FACE AUX EXPERTS EN CARTON DES PLATEAUX TÉLÉ
          
        ",Le Média,proposal,2024-05-11T22:51:39.000Z,,0,116,68,42nUJ9ioUX4,0,0,0,0,0,0,0,1
L-5CU5GbbT8,"Lessor de la Civilisation dans le monde, des origines à nos jours",HerodoteVideos,homepage,2024-05-11T22:51:46.651Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
TfMWN2Ku78I,Élections en Inde : la stratégie Modi | Lessentiel du Dessous des Cartes | ARTE,Le Dessous des Cartes - ARTE,homepage,2024-05-11T22:51:46.658Z,49.0,0,117,68,,0,0,0,0,0,1,0,0
q10Q0l1AQQY,Israeli Settlers: Why do you scream death to the Arabs and insult the Prophet Mohammad?,Corey Gil-Shuster,homepage,2024-05-11T22:51:46.662Z,49.0,0,117,68,,0,0,0,0,0,1,0,0
KMCZFhcnvs0,Extreme solar storm hits earth: Spectacular displays around the world,Al Jazeera English,homepage,2024-05-11T22:51:46.692Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
ZB4YLLiv0WE,Arash Saeidi candidat de lUnion populaire !,La France insoumise,homepage,2024-05-11T22:51:46.726Z,49.0,0,117,68,,0,1,0,0,0,1,0,0
VyaV9kTMhcE,LIVE: UN votes in favour to expanding Palestines membership,Middle East Eye,homepage,2024-05-11T22:51:46.797Z,49.0,0,117,68,,0,0,0,0,0,1,0,0
qXAqyf1mdEo,"The Watcher Poll EU | Marietta Tidei, Renew Europe",The Watcher Post,homepage,2024-05-11T22:51:46.925Z,49.0,0,117,68,,0,0,0,0,0,1,1,0
e_YI7dFq7Kg,Intéressant : Pourquoi ne pas couvrir le Sahara avec des panneaux solaires ? - 28 minutes - ARTE,28 minutes - ARTE,homepage,2024-05-11T22:51:46.937Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
rTgjD0IKtRQ,Israel Hamas: US ‘red lines’ unclear as IDF keeps focus on Rafah,Channel 4 News,homepage,2024-05-11T22:51:46.945Z,49.0,0,117,68,,0,0,0,0,0,1,0,0
23re8TbGg7k,Behind Eurovision’s Lightning-Fast Live TV Stage Changes | WSJ Countdown,The Wall Street Journal,homepage,2024-05-11T22:51:46.950Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
jGy8Vl3lXAY,"Give The People What They Want! Victory Day, Rafah evacuation and more",Peoples Dispatch,homepage,2024-05-11T22:51:46.957Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
50ufO4J8yNI,Le résumé de Nottingham Forest / Chelsea - Premier League 2023-24 (J37),CANAL+ Sport,homepage,2024-05-11T22:51:46.967Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
pweM3iyflBQ,The Tale of Tal,Caffè-Scienza Firenze,homepage,2024-05-11T22:51:46.975Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
3JyGYNlM5HA,Un levier industriel pour soutenir nos armées,François-Xavier Bellamy,homepage,2024-05-11T22:51:46.980Z,49.0,0,117,68,,0,0,0,1,0,1,1,0
4epG1LY0eS8,Colombie : à la rencontre des chasseurs démeraudes,TF1 INFO,homepage,2024-05-11T22:51:46.986Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
psS3koMCpBQ,"PBS News Weekend full episode, May 11, 2024",PBS NewsHour,homepage,2024-05-11T22:51:46.991Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
Veoj9WEZWSw,Hizbullah DESTROYS MAIN IRON DOME BASE | Iraq STRIKES AIR COMMAND BASE | AQB Blast MAJOR CITY,Mahmood OD | محمود عودة,homepage,2024-05-11T22:51:46.995Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
NfMtr9wD7Jw,Life in the MOST SANCTIONED COUNTRY in the World,Eli from Russia,homepage,2024-05-11T22:51:46.998Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
zqMg3TdUPb0,Iran et Israël : des ennemis jurés,Alain Juillet ,homepage,2024-05-11T22:51:47.003Z,49.0,0,117,68,,0,0,0,0,0,1,0,0
9Txy6MnoEDE,Police drag students from pro-Palestinian protest at Berlin university,Guardian News,homepage,2024-05-11T22:51:47.007Z,49.0,0,117,68,,0,0,0,0,0,1,0,0
waR5o0mAF_w,"Résumé : GÜLER et DIAZ brillent, le REAL MADRID atomise Grenade !",beIN SPORTS France,homepage,2024-05-11T22:51:47.010Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
FilwPBoXJGo,Quale futuro per lAFAM?,anda,homepage,2024-05-11T22:51:47.014Z,49.0,0,117,68,,0,0,0,0,0,0,0,1
Fqq8u2aZWag,UNGA Peace Deal LIVE | Israel Vs Palestine War | Ceasefire In Gaza | Israel Vs Gaza Conflict | N18L,CNN-News18,homepage,2024-05-11T22:51:47.018Z,49.0,0,117,68,,0,0,0,0,0,1,0,0
wtEto3kup_c,Golfe persique : la mer du Moyen-Orient | Le Dessous des Cartes | ARTE,Le Dessous des Cartes - ARTE,regular,2024-05-11T22:54:54.287Z,,180000,118,69,,0,0,0,0,0,0,0,1
wtV7oIhwPTQ,"
          
          
          
          
            Union européenne : un penchant vers lest ? | Le dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:54:55.384Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,1,0
vX1X3BWzk5Q,"
          
          
          
          
            The Deshbhakt on Modi, the media and the politics of fear in India | The Listening Post
          
        ",Al Jazeera English,proposal,2024-05-11T22:54:55.870Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,0,0,1
xGqYbXL3kZc,"
          
          
          
          
            How AI tells Israel who to bomb
          
        ",Vox,proposal,2024-05-11T22:54:55.898Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,0,0
_Xp6osa5ohE,"
          
          
          
          
            Grand Angle  : les États-Unis  en pleine crise de leadership ?
          
        ",TV5MONDE Info,proposal,2024-05-11T22:54:55.905Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,0,0
yTPgJrECFSA,"
          
          
          
          
            LEstonie prête à miner la mer Baltique
          
        ",LCI,proposal,2024-05-11T22:54:55.911Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,0,0,1
oOmzn-Cu-gw,"
          
          
          
          
            Caral - La plus vieille cité d’Amérique | ARTE
          
        ",ARTE,proposal,2024-05-11T22:54:55.918Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,0,0,1
sLWCYkM6anc,"
          
          
          
          
            Liberté de la presse : antidote à la tyrannie - Le dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:54:55.923Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,0,0,1
cmPtoE4qklo,"
          
          
          
          
            LInde selon Narendra Modi | Une leçon de géopolitique | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:54:55.927Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,0,0
NIZuGrbPY48,"
          
          
          
          
            Kharkiv : le début d’une opération majeure russe ?
          
        ",LCI,proposal,2024-05-11T22:54:55.932Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,0,0
8_9CEqcilZk,"
          
          
          
          
            Désert dArabie : dans les pas des caravaniers dautrefois | ARTE
          
        ",ARTE,proposal,2024-05-11T22:54:55.937Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,0,0,1
gC0W4W13Hzo,"
          
          
          
          
            Détroit de Gibraltar : entre Europe et Afrique - Le dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:54:55.944Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,1,0
2237v_tTvsQ,"
          
          
          
          
            International : que pèse encore la France ?
          
        ",Public Sénat,proposal,2024-05-11T22:54:55.949Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,0,0,1
7PkEjeveTPQ,"
          
          
          
          
            LCI sur le terrain : la percée russe en images
          
        ",LCI,proposal,2024-05-11T22:54:55.954Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,0,0
Yn7FMVse82o,"
          
          
          
          
            Que cherche vraiment Israël en attaquant Rafah ?
          
        ",Sud Radio,proposal,2024-05-11T22:54:55.960Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,0,0
6BiYkHd-E_A,"
          
          
          
          
            Face à Philippe de Villiers - l’intégrale du 11/05/2024
          
        ",Europe 1,proposal,2024-05-11T22:54:55.965Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,1,0
jur6pUa3Fz8,"
          
          
          
          
            Sweeping support for full UN membership for Palestine | Inside Story
          
        ",Al Jazeera English,proposal,2024-05-11T22:54:55.970Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,0,0
D9tDd9x0n4E,"
          
          
          
          
            Mathieu Bock-Côté : Vers la fin de lhétérosexualité
          
        ",André Marc,proposal,2024-05-11T22:54:55.977Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,0,0,1
xcr1D3JqXVs,"
          
          
          
          
            Poutine-Erdogan, les vigies de la mer Noire - Le Dessous des cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:54:55.983Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,1,0,0
e_VZQZkpXAQ,"
          
          
          
          
            Le Journal Afrique du samedi 11 mai 2024 sur TV5MONDE
          
        ",TV5MONDE Info,proposal,2024-05-11T22:54:55.989Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,0,0,0,1
SaqHCpiuQhg,"
          
          
          
          
            Capehart and Lewis on the political fallout of Biden withholding some weapons from Israel
          
        ",PBS NewsHour,proposal,2024-05-11T22:54:55.996Z,,0,118,69,wtEto3kup_c&t=181s,0,0,0,0,1,1,0,0
mpvvNvjP0UM,Gaza : quelle diplomatie américaine ? | LEssentiel du Dessous des Cartes | ARTE,Le Dessous des Cartes - ARTE,homepage,2024-05-11T22:55:03.002Z,50.0,0,119,69,,0,0,0,0,0,1,0,0
oOmzn-Cu-gw,Caral - La plus vieille cité d’Amérique | ARTE,ARTE,homepage,2024-05-11T22:55:03.048Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
Yukocljqfj4,Intéressant : Pourquoi Napoléon cachait-il sa main ? - 28 minutes - ARTE,28 minutes - ARTE,homepage,2024-05-11T22:55:03.056Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
HwMXW_eEWtM,Are celebrities doing enough to stop the war on Gaza? | The Stream,Al Jazeera English,homepage,2024-05-11T22:55:03.217Z,50.0,0,119,69,,0,0,0,0,0,1,0,0
hDbrlCVpdwM,Assiste-t-on au retour du clivage gauche-droite ?,Le Figaro,homepage,2024-05-11T22:55:03.255Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
cnwkHuOZADc,Charlotte Briere-Edney showreel 2024,Charlotte Briere-Edney,homepage,2024-05-11T22:55:03.284Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
ABrghpOUBac,Israel must invade Rafah to destroy Hamas | John Bolton,Times Radio,homepage,2024-05-11T22:55:03.296Z,50.0,0,119,69,,0,0,0,0,0,1,0,0
4SxL9oXtKkk,La terreur Poutou - Le Moment Meurice,France Inter,homepage,2024-05-11T22:55:03.301Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
Ie3InYIVXF8,"Israeli Holocaust Scholar Omer Bartov on Campus Protests, Weaponized Antisemitism, Silencing Dissent",Democracy Now!,homepage,2024-05-11T22:55:03.336Z,50.0,0,119,69,,0,0,0,0,0,1,0,0
WOTUdOjNmqI,UN General Assembly holds emergency special session on State of Palestine: 1st session,We Love Africa,homepage,2024-05-11T22:55:03.386Z,50.0,0,119,69,,0,0,0,0,0,1,0,0
L_ftE6Ovi5U,Departure conditions not met: what does that mean for my train?,Clé 2 Berne,homepage,2024-05-11T22:55:03.431Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
YIBjarAiAVc,Baby Lasagna - Rim Tim Tagi Dim (LIVE) | Croatia 🇭🇷 | Grand Final | Eurovision 2024,Eurovision Song Contest,homepage,2024-05-11T22:55:03.491Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
nb4J6HOQ4QI,"China Town Hall: Chinas Gambit: The Calculus of Coercion || Ketian Zhang, Kurt Campbell",KU Center for East Asian Studies,homepage,2024-05-11T22:55:03.513Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
5ICIKkhOGq8,Le résumé de Bordeaux / La Rochelle - TOP 14 - 23ème journée,CANAL+ Sport,homepage,2024-05-11T22:55:03.521Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
NfMtr9wD7Jw,Life in the MOST SANCTIONED COUNTRY in the World,Eli from Russia,homepage,2024-05-11T22:55:03.528Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
zqMg3TdUPb0,Iran et Israël : des ennemis jurés,Alain Juillet ,homepage,2024-05-11T22:55:03.533Z,50.0,0,119,69,,0,0,0,0,0,1,0,0
rSfciNzN0k4,How intergenerational connections help older Americans stay happier and healthier,PBS NewsHour,homepage,2024-05-11T22:55:03.538Z,50.0,0,119,69,,0,0,0,0,0,0,0,1
_Xp6osa5ohE,Grand Angle  : les États-Unis  en pleine crise de leadership ?,TV5MONDE Info,homepage,2024-05-11T22:55:03.544Z,50.0,0,119,69,,0,0,0,0,0,1,0,0
wtV7oIhwPTQ,Union européenne : un penchant vers lest ? | Le dessous des cartes | ARTE,Le Dessous des Cartes - ARTE,regular,2024-05-11T22:58:08.864Z,,180000,120,70,,0,0,0,0,0,1,1,0
wtEto3kup_c,"
          
          
          
          
            Golfe persique : la mer du Moyen-Orient | Le Dessous des Cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:58:09.917Z,,0,120,70,wtV7oIhwPTQ,0,0,0,0,0,0,0,1
9VCztIdvbXw,"
          
          
          
          
            Xi Jinping en Europe : plusieurs cartes dans son jeu | Lessentiel du Dessous des Cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:58:09.959Z,,0,120,70,wtV7oIhwPTQ,0,0,0,0,0,1,1,0
0KHbf-fEBZs,"
          
          
          
          
            LUnion européenne, lart de léquilibre - ARTE
          
        ",ARTE,proposal,2024-05-11T22:58:09.966Z,,0,120,70,wtV7oIhwPTQ,0,0,0,0,0,1,1,0
vX1X3BWzk5Q,"
          
          
          
          
            The Deshbhakt on Modi, the media and the politics of fear in India | The Listening Post
          
        ",Al Jazeera English,proposal,2024-05-11T22:58:09.971Z,,0,120,70,wtV7oIhwPTQ,0,0,0,0,0,0,0,1
Lvxj5715zBo,"
          
          
          
          
            Portugal, Espagne, Grèce : la revanche des « pays du Club Med »
          
        ",Les Echos,proposal,2024-05-11T22:58:09.976Z,,0,120,70,wtV7oIhwPTQ,0,0,0,0,0,0,0,1
j3sb1fufUok,"
          
          
          
          
            Union européenne : une ambiance davant-guerre ? | Une leçon de géopolitique | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:58:09.985Z,,0,120,70,wtV7oIhwPTQ,0,0,0,0,0,1,1,0
xtDaC-Ea500,"
          
          
          
          
            Europe de lest : quel élargissement ? | Lessentiel du Dessous des Cartes | ARTE
          
        ",Le Dessous des Cartes - ARTE,proposal,2024-05-11T22:58:09.990Z,,0,120,70,wtV7oIhwPTQ,0,0,0,0,0,1,1,0
