url,title,author,type,insertionDate,refreshNB,watchTime,actionNB,videoViewsNB,parent_id,ED,EG,G,D,C,O,P,EU
oeyoEXL1x_Q,"
          
          
          
          
            François Asselineau : Les sujets les plus graves ne sont pas traités dans cette campagne
          
        ",Europe 1,proposal,2024-05-15T18:02:27.907Z,,0,9,10,mw4L2xmEtS8,1,0,0,0,0,0,1,1
ktJMjLJz6a0,"
          
          
          
          
            [PODCAST] Lascension de Jordan Bardella, lambitieux président du RN
          
        ",Le Parisien,proposal,2024-05-15T18:02:27.913Z,,0,9,10,mw4L2xmEtS8,1,0,0,0,0,0,1,1
OY2WvPg35-Y,"
          
          
          
          
            Européennes: le premier débat entre Jordan Bardella et Valérie Hayer en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:02:27.920Z,,0,9,10,mw4L2xmEtS8,1,0,0,0,1,0,1,1
MH30gpjYc3A,"
          
          
          
          
            Jordan Bardella aime bien Gabriel Attal ?
          
        ",CYRIL HANOUNA,proposal,2024-05-15T18:02:27.926Z,,0,9,10,mw4L2xmEtS8,1,0,0,0,1,0,1,1
-3BN23YaC2I,"🔴 DIRECT - Lintégrale de linterview de Dominique Schelcher, PDG de Système U",RMC,homepage,2024-05-15T18:03:33.117Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
sWYziuLrYvM,Philippe Caverivière face à Jordan Bardella,RTL  ,homepage,2024-05-15T18:03:33.126Z,0.0,0,10,10,,1,0,0,0,0,0,1,1
IfvGsR_-0gU,"Prisca Thevenot, porte parole du gouvernement, est lInvitée Politique de  Sud Radio 14/05/2024",Replay Politique,homepage,2024-05-15T18:03:33.132Z,0.0,0,10,10,,0,0,0,0,0,0,1,0
SayW65MEsYo,"Les tuk-tuks, nouveau cauchemar des cyclistes (et des policiers) parisiens",Le Parisien,homepage,2024-05-15T18:03:33.136Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
IyUQxaJZbno,J’AI ACHETÉ LA MOTO LA PLUS PUISSANTE DU MONDE 😨😱!! GMK DEVIENS MOTARD 😳😳!!,GMK,homepage,2024-05-15T18:03:33.140Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
YN56e2EO9AM,Florian Philippot : débat incroyable sur CNews !,FLORIAN PHILIPPOT,homepage,2024-05-15T18:03:33.145Z,0.0,0,10,10,,1,0,0,0,0,0,1,0
V6I7-39fn2Y,Ibiza Summer Mix 2023 🍓 Best Of Tropical Deep House Music Chill Out Mix 2023🍓 Chillout Lounge #117,Xdeep Mix,homepage,2024-05-15T18:03:33.149Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
8-vBh4tJP5w,"France, Zone Euro, USA, Royaume-Uni : qui perd, qui gagne ?",Marc Touati,homepage,2024-05-15T18:03:33.153Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
lSXuKTTEcUU,"La Grande Interview avec Franck Riester, ministre délégué à lEurope. CNews du 14/05/2024",Replay Politique,homepage,2024-05-15T18:03:33.158Z,0.0,0,10,10,,0,0,0,0,0,0,1,1
Z-Nwo-ypKtM,"franceinfo - DIRECT TV - actualité france et monde, interviews, documentaires et analyses",franceinfo,homepage,2024-05-15T18:03:33.161Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
w5uWZXsBNx0,"JÉRÔME LE BANNER: SON EMBROUILLE AVEC VIN DIESEL, SES BAGARRES DE RUE, SES COMBATS LES PLUS VIOLENTS",LEGEND,homepage,2024-05-15T18:03:33.165Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
m35aX0Q9ClA,Élections européennes : suivez en direct mon débat face à Valérie Hayer. #debatBFMTV,Jordan Bardella,homepage,2024-05-15T18:03:33.169Z,0.0,0,10,10,,1,0,0,0,1,0,1,1
toSn_wLWJtU,"Contrôle : monsieur, désolé on na pas le temps là",SPICA LIFE,homepage,2024-05-15T18:03:33.173Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
YseDcv06R28,Aymeric CARON CAMBRIOLE le plateau de BFMTV ??!! (on nentend que lui...),DANY et RAZ,homepage,2024-05-15T18:03:33.177Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
Z5oqRlkvHCY,Slimane - Mon Amour Live Finale de lEurovision 2024 !,Slimane,homepage,2024-05-15T18:03:33.181Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
lGFfp9HxK00,Camille Cottin ouvre avec brio le Festival de Cannes 2024 ! 🎬,france tv,homepage,2024-05-15T18:03:33.185Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
FmhHZpOpAAc,Zaho de Sagazan reprend Modern Love pour Greta Gerwig - Festival de Cannes 2024,france tv,homepage,2024-05-15T18:03:33.188Z,0.0,0,10,10,,0,0,0,0,0,0,1,0
q8LEKupggTg,"Poutine accélère, Macron réagit, l’Ukraine s’inquiète",HugoDécrypte - Actus du jour,homepage,2024-05-15T18:03:33.192Z,0.0,0,10,10,,0,0,0,0,1,0,1,0
lHRWCEW3UU0,Meryl Streep reçoit la Palme dor dhonneur - Festival de Cannes 2024,france tv,homepage,2024-05-15T18:03:33.196Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
TCwmXY_f-e0,The Lord of The Rings: The Rings of Power - Official Teaser Trailer | Prime Video,Prime Video,homepage,2024-05-15T18:03:33.201Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
twPFCUGLHZw,"Qui est Mohamed Amra, le détenu en fuite après le braquage d’un fourgon pénitentiaire dans lEure ?",Le Figaro Actualités,homepage,2024-05-15T18:03:33.205Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
YN2H_sKcmGw,House of the Dragon Season 2 | Official Trailer | Max,Max,homepage,2024-05-15T18:03:33.209Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
5RUzCszIoW4,Mylène Farmer - Nevermore Le Film (Teaser #2),Mylène Farmer,homepage,2024-05-15T18:03:33.213Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
_Q7BaQ8YOds,Dire aurevoir à mes cheveux & devenir chauve | ÉP.5 MON COMBAT CONTRE LE CANCER,Laurette,homepage,2024-05-15T18:03:33.217Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
yiYNQq7FEKs,Jai arrêté le SUCRE (ajouté) pendant 1 mois 😱,Monsieur Clavicule,homepage,2024-05-15T18:03:33.221Z,0.0,0,10,10,,0,0,0,0,0,1,0,0
l4sgGLnIcwo,Européennes: suivez le grand débat entre Jordan Bardella et Manuel Valls,Le Figaro,regular,2024-05-15T18:03:51.043Z,,6000,11,11,,1,0,1,0,0,0,1,1
OY2WvPg35-Y,"
          
          
          
          
            Européennes: le premier débat entre Jordan Bardella et Valérie Hayer en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:03:52.022Z,,0,11,11,l4sgGLnIcwo,1,0,0,0,1,0,1,1
F6g4rGpN8hs,"
          
          
          
          
            Le Grand Jury des Auditeurs de RTL : Marion Maréchal
          
        ",RTL  ,proposal,2024-05-15T18:03:52.262Z,,0,11,11,l4sgGLnIcwo,1,0,0,0,0,0,1,0
eZtQL4qMsaQ,"
          
          
          
          
            Comment expliquer le déclassement de la France ? Avec Jérôme Fourquet
          
        ",Le Figaro,proposal,2024-05-15T18:03:52.270Z,,0,11,11,l4sgGLnIcwo,0,0,0,0,0,1,0,0
MNn91raEYBI,"
          
          
          
          
            Attaque dun fourgon pénitentiaire : Elle illustre tous les maux qui touchent la délinquance
          
        ",Europe 1,proposal,2024-05-15T18:03:52.276Z,,0,11,11,l4sgGLnIcwo,0,0,0,0,0,0,1,1
4UyHPu5rPL4,"
          
          
          
          
            Aya Nakamura aux JO : les héritières de Piaf valident - La Story - C à Vous - 27/03/2024
          
        ",C à vous,proposal,2024-05-15T18:03:52.282Z,,0,11,11,l4sgGLnIcwo,0,0,0,0,0,1,0,0
OYM_1gE0Owc,"
          
          
          
          
            Guerre en Ukraine : jusquoù ira l’offensive sur Kharkiv ? Avec Peer de Jong
          
        ",Le Figaro,proposal,2024-05-15T18:03:52.287Z,,0,11,11,l4sgGLnIcwo,0,0,0,0,0,0,1,0
i5AOJ9ToN5g,"
          
          
          
          
            Lintégrale des Questions au Premier ministre | 15/05/2024
          
        ",LCP - Assemblée nationale,proposal,2024-05-15T18:03:52.293Z,,0,11,11,l4sgGLnIcwo,0,0,0,0,0,1,0,0
2eRsM9vS8hw,"
          
          
          
          
            Le Grand Jury - Européennes : le grand débat (lintégrale)
          
        ",RTL  ,proposal,2024-05-15T18:03:52.300Z,,0,11,11,l4sgGLnIcwo,0,0,0,0,0,0,1,1
b0qNy8_55d0,"
          
          
          
          
            Le premier ministre slovaque blessé dans une fusillade, son pronostic vital est engagé
          
        ",euronews (en français),proposal,2024-05-15T18:03:52.305Z,,0,11,11,l4sgGLnIcwo,0,0,0,0,0,0,1,0
6kABAdGbNmU,"
          
          
          
          
            Marine Le Pen finalement prête à débattre avec Macron avant les européennes, selon Jordan Bardella
          
        ",RTL  ,proposal,2024-05-15T18:03:52.310Z,,0,11,11,l4sgGLnIcwo,1,0,0,0,1,0,1,1
mJMshRhfuqs,"
          
          
          
          
            Personne na envie dy aller : Dominique de Villepin sur lenvoi de troupes au sol en Ukraine
          
        ",LCI,proposal,2024-05-15T18:03:52.317Z,,0,11,11,l4sgGLnIcwo,0,0,0,0,0,0,1,0
70_vcb0EQtk,"
          
          
          
          
            🔴 DIRECT - Lintégrale de linterview de Jordan Bardella, président du RN, sur RMC
          
        ",RMC,proposal,2024-05-15T18:03:52.323Z,,0,11,11,l4sgGLnIcwo,1,0,0,0,0,0,1,1
OdCvq3ViEsM,"
          
          
          
          
            Mathilde Panot/Marion Maréchal, le débat
          
        ",BFMTV,proposal,2024-05-15T18:03:52.328Z,,0,11,11,l4sgGLnIcwo,1,1,0,0,0,0,1,0
mbxtT0Kk-Pw,"
          
          
          
          
            “Crépol: une France qui bascule?”: linterview de Jordan Bardella en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:03:52.335Z,,0,11,11,l4sgGLnIcwo,1,0,0,0,0,0,1,1
tkFAzDwQGus,"
          
          
          
          
            Élections européennes : le débat entre Marion Maréchal (Reconquête) et Valérie Hayer (Renaissance)
          
        ",Europe 1,proposal,2024-05-15T18:03:52.340Z,,0,11,11,l4sgGLnIcwo,1,0,0,0,1,0,1,1
g6PfMRScKbg,"
          
          
          
          
            Programme contre programme: le débat entre Jordan Bardella et Gérald Darmanin en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:03:52.344Z,,0,11,11,l4sgGLnIcwo,1,0,0,0,0,0,1,1
hn-dw977wGQ,"
          
          
          
          
            Le secret qui a fait exploser la droite
          
        ",Documentaire Société,proposal,2024-05-15T18:03:52.352Z,,0,11,11,l4sgGLnIcwo,0,0,0,1,0,0,1,0
Vl1QApX8--E,"
          
          
          
          
            Grand jury - Européennes 2024 : le grand débat | Évènement - 05/05/2024
          
        ",LCP - Assemblée nationale,proposal,2024-05-15T18:03:52.357Z,,0,11,11,l4sgGLnIcwo,0,0,0,0,0,0,1,1
oQpryKlWYjY,"
          
          
          
          
            Débat G. Attal / J. Bardella - Replay du 20H de TF1
          
        ",TF1 INFO,proposal,2024-05-15T18:03:52.363Z,,0,11,11,l4sgGLnIcwo,1,0,0,0,1,0,1,1
Z_gcqq9B_ec,"
          
          
          
          
            Élections européennes: le débat entre Raphaël Glucksmann et François-Xavier Bellamy en intégralité
          
        ",BFMTV,proposal,2024-05-15T18:03:52.370Z,,0,11,11,l4sgGLnIcwo,0,0,1,1,0,0,1,1
-3BN23YaC2I,"🔴 DIRECT - Lintégrale de linterview de Dominique Schelcher, PDG de Système U",RMC,homepage,2024-05-15T18:03:57.026Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
sWYziuLrYvM,Philippe Caverivière face à Jordan Bardella,RTL  ,homepage,2024-05-15T18:03:57.057Z,1.0,0,12,11,,1,0,0,0,0,0,1,1
dHxHWCqONWk,QAG - Bruno Millienne - Mardi 14 mai 2024,Groupe Démocrate,homepage,2024-05-15T18:03:57.061Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
a4ViZAXYeKQ,"Alan Walker, Dua Lipa, Coldplay, Martin Garrix & Kygo, The Chainsmokers Style 🔥 Summer Vibes #5",Chill Vibes Club,homepage,2024-05-15T18:03:57.067Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
-SIE6nwOvU4,JORDAN BARDELLA RECADRE GABRIEL ATTAL ET CLASH CLÉMENTINE AUTAIN !,frenchmapper__,homepage,2024-05-15T18:03:57.073Z,1.0,0,12,11,,1,1,0,0,1,0,1,1
-XyLecY2JyE,Slimane - Mon Amour (LIVE) | France 🇫🇷 | Grand Final | Eurovision 2024,Eurovision Song Contest,homepage,2024-05-15T18:03:57.077Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
aQuYDwlW7I8,Anatoly Proving Bodybuilders Wrong For 30 Minutes Straight 😲,FitnessTube,homepage,2024-05-15T18:03:57.081Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
cM6OdBfwfFI,"Le 9 juin, vous n’aurez qu’un seul vote pour affirmer que la France revient !",Jordan Bardella,homepage,2024-05-15T18:03:57.085Z,1.0,0,12,11,,1,0,0,0,0,0,1,1
l8PMl7tUDIE,FRANCE 24 – EN DIRECT – Info et actualités internationales en continu 24h/24,FRANCE 24,homepage,2024-05-15T18:03:57.088Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
-s0N6Z4lGi4,Réveiller lEurope - Amiens,Place publique,homepage,2024-05-15T18:03:57.092Z,1.0,0,12,11,,0,0,0,0,0,0,1,1
bpNIjL21Ols,"Le GIGN : ses missions, la prise dotage de lAirbus Paris-Alger, et la sécurité des J.O - CANAL+",Clique TV,homepage,2024-05-15T18:03:57.096Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
YmJI6Ed1q20,Russia Victory Parade LIVE | Military Parade In Moscow | Russia News | Moscow Military Parade LIVE,CNN-News18,homepage,2024-05-15T18:03:57.100Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
1nMOtws4sYQ,"Phil Collins, Michael Bolton, Elton John, Eric Clapton, Bee Gees - Soft Rock Love Songs 70s 80s 90s",Soft Rock,homepage,2024-05-15T18:03:57.104Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
Q84pZLMx0uE,"Adele, Ed Sheeran, Maroon 5, Dua Lipa, Rihanna, Bruno Mars, Taylor Swift, Sia - Billboard Hot 100",Pop Music,homepage,2024-05-15T18:03:57.108Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
Xq4R45cH8oM,Jordan Bardella VS Hugo Clément - Grand Débat des Valeurs,Charlotte d'Ornellas,homepage,2024-05-15T18:03:57.112Z,1.0,0,12,11,,1,0,0,0,0,0,1,1
lGFfp9HxK00,Camille Cottin ouvre avec brio le Festival de Cannes 2024 ! 🎬,france tv,homepage,2024-05-15T18:03:57.116Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
Z5oqRlkvHCY,Slimane - Mon Amour Live Finale de lEurovision 2024 !,Slimane,homepage,2024-05-15T18:03:57.120Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
FmhHZpOpAAc,Zaho de Sagazan reprend Modern Love pour Greta Gerwig - Festival de Cannes 2024,france tv,homepage,2024-05-15T18:03:57.124Z,1.0,0,12,11,,0,0,0,0,0,0,1,0
zIdAfT5YU_8,Guillaume Meurice compte ses soutiens,France 3 Bretagne,homepage,2024-05-15T18:03:57.127Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
lHRWCEW3UU0,Meryl Streep reçoit la Palme dor dhonneur - Festival de Cannes 2024,france tv,homepage,2024-05-15T18:03:57.132Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
TCwmXY_f-e0,The Lord of The Rings: The Rings of Power - Official Teaser Trailer | Prime Video,Prime Video,homepage,2024-05-15T18:03:57.136Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
twPFCUGLHZw,"Qui est Mohamed Amra, le détenu en fuite après le braquage d’un fourgon pénitentiaire dans lEure ?",Le Figaro Actualités,homepage,2024-05-15T18:03:57.140Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
YN2H_sKcmGw,House of the Dragon Season 2 | Official Trailer | Max,Max,homepage,2024-05-15T18:03:57.143Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
5RUzCszIoW4,Mylène Farmer - Nevermore Le Film (Teaser #2),Mylène Farmer,homepage,2024-05-15T18:03:57.147Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
_Q7BaQ8YOds,Dire aurevoir à mes cheveux & devenir chauve | ÉP.5 MON COMBAT CONTRE LE CANCER,Laurette,homepage,2024-05-15T18:03:57.151Z,1.0,0,12,11,,0,0,0,0,0,1,0,0
OY2WvPg35-Y,Européennes: le premier débat entre Jordan Bardella et Valérie Hayer en intégralité,BFMTV,regular,2024-05-15T18:04:05.672Z,,6000,13,12,,1,0,0,0,1,0,1,1
4sZqc4waf8M,"
          
          
          
          
            Lintégrale du Face-à-Face avec Éric Zemmour
          
        ",BFMTV,proposal,2024-05-15T18:04:06.810Z,,0,13,12,OY2WvPg35-Y,1,0,0,0,0,0,1,0
6kABAdGbNmU,"
          
          
          
          
            Marine Le Pen finalement prête à débattre avec Macron avant les européennes, selon Jordan Bardella
          
        ",RTL  ,proposal,2024-05-15T18:04:07.105Z,,0,13,12,OY2WvPg35-Y,1,0,0,0,1,0,1,1
niH8ZOtGEy0,"
          
          
          
          
            Mon fils a pris perpétuité: le témoignage du père dun agent tué lors de lattaque du fourgon
          
        ",BFMTV,proposal,2024-05-15T18:04:07.112Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,1,0,0
-BVLOkL2vGI,"
          
          
          
          
            AFTER LIVE avec Nicolas Vilas et Houssem Loussaier + AFTER FOOT Gilbert BRISBOIS
          
        ",AFTER FOOT,proposal,2024-05-15T18:04:07.120Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,1,0,0
cDV708huPVA,"
          
          
          
          
            Antony Blinken fait le bœuf à Kyiv
          
        ",euronews (en français),proposal,2024-05-15T18:04:07.127Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,1,0,0
l4sgGLnIcwo,"
          
          
          
          
            Européennes: suivez le grand débat entre Jordan Bardella et Manuel Valls
          
        ",Le Figaro,proposal,2024-05-15T18:04:07.136Z,,0,13,12,OY2WvPg35-Y,1,0,1,0,0,0,1,1
Ykl2vougG78,"
          
          
          
          
            Gaza: pas de catastrophe humanitaire à Rafah selon Netanyahu | AFP
          
        ",AFP,proposal,2024-05-15T18:04:07.142Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,0,1,0
7cRFmYkNIK0,"
          
          
          
          
            Le vif échange entre Clémentine Autain et Jordan Bardella sur les tenues religieuses à lécole
          
        ",BFMTV,proposal,2024-05-15T18:04:07.151Z,,0,13,12,OY2WvPg35-Y,1,1,0,0,0,0,1,1
b0qNy8_55d0,"
          
          
          
          
            Le premier ministre slovaque blessé dans une fusillade, son pronostic vital est engagé
          
        ",euronews (en français),proposal,2024-05-15T18:04:07.158Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,0,1,0
2eRsM9vS8hw,"
          
          
          
          
            Le Grand Jury - Européennes : le grand débat (lintégrale)
          
        ",RTL  ,proposal,2024-05-15T18:04:07.167Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,0,1,1
CzZoTATG6zs,"
          
          
          
          
            Offensive russe dans la région de Kharkiv, les Ukrainiens peuvent-ils tenir ?
          
        ",TV5MONDE Info,proposal,2024-05-15T18:04:07.176Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,0,1,0
lc7xjcl4uI8,"
          
          
          
          
            François Lenglet : bientôt des arrêts maladie auto-déclarés ?
          
        ",RTL  ,proposal,2024-05-15T18:04:07.184Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,1,0,0
3Qm4Hy2PR1o,"
          
          
          
          
            Conférence de presse de Quentin Bataillon sur le rapport de la Commission d’enquête sur la TNT
          
        ",LCP - Assemblée nationale,proposal,2024-05-15T18:04:07.195Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,1,0,0
kQUmMVlCXI8,"
          
          
          
          
            Le Premier ministre slovaque blessé par balle
          
        ",LCI,proposal,2024-05-15T18:04:07.203Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,1,0,0
vY1N58zdnw4,"
          
          
          
          
            LHeure des Pros - Attaque du fourgon pénitentiaire : Il faut renverser la table !
          
        ",Europe 1,proposal,2024-05-15T18:04:07.209Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,0,1,1
l8PMl7tUDIE,"
          
          
          
          
            FRANCE 24 – EN DIRECT – Info et actualités internationales en continu 24h/24
          
        ",FRANCE 24,proposal,2024-05-15T18:04:07.219Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,1,0,0
F0kZx-lUU1s,"
          
          
          
          
            Valérie Hayer : LEurope, cest notre assurance-vie
          
        ",RTL  ,proposal,2024-05-15T18:04:07.224Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,1,0,1,1
6BrHYKxdj30,"
          
          
          
          
            Doze déconomie : Qui va garder les enfants ?
          
        ",BFM Business,proposal,2024-05-15T18:04:07.230Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,1,0,0
SaZXIOW3HrI,"
          
          
          
          
            Tunisie : le bâtonnier dénonce des abus de pouvoir après larrestation davocats • FRANCE 24
          
        ",FRANCE 24,proposal,2024-05-15T18:04:07.235Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,1,0,0
d96Dbkm0Tfk,"
          
          
          
          
            Des avions français contre les missiles russes ?
          
        ",LCI,proposal,2024-05-15T18:04:07.239Z,,0,13,12,OY2WvPg35-Y,0,0,0,0,0,0,1,0
1HS01_aRe4E,Complément denquête Jordan Bardella,MG 777,homepage,2024-05-15T18:04:12.108Z,2.0,0,14,12,,1,0,0,0,0,0,1,1
exsg8PVURVA,"🔴 DIRECT - Lintégrale de linterview dÉric Zemmour, président du parti Reconquête, sur RMC",RMC,homepage,2024-05-15T18:04:12.164Z,2.0,0,14,12,,1,0,0,0,0,0,1,0
e5qYgORcXns,"Julien Masson, porte-parole du Rassemblement national en Ille-et-Vilaine",Bretagne 5,homepage,2024-05-15T18:04:12.214Z,2.0,0,14,12,,1,0,0,0,0,0,1,0
QQKk-8693rY,Jason Statham Gas Station Fight Scene | Homefront (2013) | Movie Clip 4K,VVS Films,homepage,2024-05-15T18:04:12.271Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
mVIIpXs9AAk,Florian Philippot secoue très fort BFM TV !,FLORIAN PHILIPPOT,homepage,2024-05-15T18:04:12.308Z,2.0,0,14,12,,1,0,0,0,0,0,1,0
sWYziuLrYvM,Philippe Caverivière face à Jordan Bardella,RTL  ,homepage,2024-05-15T18:04:12.314Z,2.0,0,14,12,,1,0,0,0,0,0,1,1
61ec4CcMX5M,« Cest lextase » : on a embarqué dans le premier RER E pour Nanterre,Le Parisien,homepage,2024-05-15T18:04:12.320Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
3f1N2bsIQqc,German Shepherd Shocked by Tiny Kittens occupying dog bed!,Rocky,homepage,2024-05-15T18:04:12.326Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
Z6lQfwuGIP4,"Rihanna, Avicii, Justin Bieber, Kygo, Selena Gomez, Alok, Bastille, David Guetta 🔥 Lively Summer Mix",Deep Sounds,homepage,2024-05-15T18:04:12.331Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
mvZorjLKe38,Le portrait de Temanuata Girard,Place publique,homepage,2024-05-15T18:04:12.338Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
NGZkoVMTNdI,"Katy Perry, Adele, Ed Sheeran, Maroon 5, Dua Lipa, Rihanna, Bruno Mars, Sia - Billboard Hot 100",Pop Music,homepage,2024-05-15T18:04:12.345Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
Sk1I1aifmLA,Philippe de Villiers : Emmanuel Macron laissera derrière lui un champ de ruines fumantes,Philippe de Villiers ,homepage,2024-05-15T18:04:12.352Z,2.0,0,14,12,,0,0,0,0,1,0,1,0
EX0VgsiI8AI,"Music to work active and happy - Happy Music for in Stores, Cafes| Deep House Mix 2024 #28",Selected Mood.,homepage,2024-05-15T18:04:12.358Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
t1Y3k7RoF3A,Le replay intégral de Girondins de Bordeaux - Variétés Club de France,L'ÉQUIPE,homepage,2024-05-15T18:04:12.364Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
ya3OADmwo0o,Ces Néo-Calédoniens nous racontent leur quotidien bouleversé par les émeutes,LeHuffPost,homepage,2024-05-15T18:04:12.369Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
pRpZ35B4Jfw,"Emeutes en Nouvelle-Calédonie : Trois morts, lEtat durgence instauré",20 Minutes France,homepage,2024-05-15T18:04:12.375Z,2.0,0,14,12,,0,0,0,0,0,0,1,0
0RzE7RrMhXg,La Nouvelle Calédonie placée en état d’urgence sur décret présidentiel,Europe 1,homepage,2024-05-15T18:04:12.379Z,2.0,0,14,12,,0,0,0,0,0,0,1,1
IIv16UXlBjQ,Nouvelle-Calédonie : projet de loi constitutionnelle adopté - 14/05/2024,LCP - Assemblée nationale,homepage,2024-05-15T18:04:12.383Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
6X28pRrg6gg,"Eure, Nouvelle-Calédonie : Gérald Darmanin va craquer",RTL  ,homepage,2024-05-15T18:04:12.390Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
u1JxM9glM7s,Emeutes en Nouvelle-Calédonie: 4 morts et létat durgence annoncé | AFP,AFP,homepage,2024-05-15T18:04:12.395Z,2.0,0,14,12,,0,0,0,0,0,0,1,0
lKRCggYdg48,Emeutes en Nouvelle-Calédonie: La gauche du Sénat fustige la méthode du gouvernement,Public Sénat,homepage,2024-05-15T18:04:12.400Z,2.0,0,14,12,,0,0,1,0,0,0,1,0
dLb_wpL1Jes,"Émeutes en Nouvelle-Calédonie: 4 morts, dont un gendarme et létat durgence annoncé",FRANCE 24,homepage,2024-05-15T18:04:12.405Z,2.0,0,14,12,,0,0,0,0,0,0,1,0
x6khPUF8PWE,La responsabilité du dirigeant par le Général Pierre de Villiers,Les Entrepreneurs et Dirigeants Chrétiens,homepage,2024-05-15T18:04:12.409Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
2IJhONg65oI,Attal vs Bardella : à quoi joue France 2 ? - Clément Viktorovitch,Clément Viktorovitch,homepage,2024-05-15T18:04:12.412Z,2.0,0,14,12,,1,0,0,0,1,0,1,1
WIAlv10DVIk,François Damiens piège ce gendarme - Caméra cachée,Les caméras cachées de François Damiens,homepage,2024-05-15T18:04:12.417Z,2.0,0,14,12,,0,0,0,0,0,1,0,0
4sZqc4waf8M,Lintégrale du Face-à-Face avec Éric Zemmour,BFMTV,regular,2024-05-15T18:04:21.085Z,,6000,15,13,,1,0,0,0,0,0,1,0
eiRDl7OkIp0,"
          
          
          
          
            Fourgon attaqué: lémotion et la colère
          
        ",BFMTV,proposal,2024-05-15T18:04:22.201Z,,0,15,13,4sZqc4waf8M,0,0,0,0,0,1,0,0
ttps://www.youtube.com/shorts/ruVWAWLMdt4,"
          
          
          
          
            Eric Zemmour déplore l’ampleur du trafic de drogue dans la cité phocéenne. #amra #attaque #fugitif
          
        ",RMC,proposal,2024-05-15T18:04:22.356Z,,0,15,13,4sZqc4waf8M,1,0,0,0,0,0,1,0
KmXiSvqu364,"
          
          
          
          
            Lintégrale du Face-à-Face avec Dominique Schelcher, PDG de Système U
          
        ",BFMTV,proposal,2024-05-15T18:04:22.365Z,,0,15,13,4sZqc4waf8M,0,0,0,0,0,1,0,0
